0.1005539	-0.09795418	0.19900304	0.04865677	0.19240755	0.034497827	0.22274365	0.100769736	0.11078912	0.061942387	-0.17826304	0.002249635	0.115483075	-0.12082366	0.011177009	0.07010692	0.07468584	0.11179732	-0.08670329	-0.003907754
-0.029410401	0.06281148	-0.09140071	0.08537175	0.16138524	-0.035844482	-0.019397678	-0.04758202	-0.19684274	-0.07318813	-0.17952016	-0.043618683	0.11049894	-0.13239117	0.018049877	-0.028499048	0.15258862	0.069502436	0.16931811	0.19012134
-0.13728306	-0.19315085	-0.03520337	0.33205447	0.34277064	0.11623944	-0.06281757	0.040231854	-0.088078156	0.010300023	-0.37519354	0.19071718	0.107294165	-0.23966503	-0.17515916	0.061363906	0.016294956	0.05416503	-0.09094098	0.2684943
-0.1841055	-0.15926024	-0.0791841	-0.13612258	0.106172234	0.22426088	-0.07059612	-0.03249163	-0.04745507	-0.06347865	-0.02255121	-0.31271058	0.10470345	-0.03562088	0.12004235	-0.06257294	0.15863039	-0.105153136	0.020115914	0.042564403
0.0089691635	-0.14157414	0.11418773	0.07981392	0.28365663	0.0729856	-0.14095269	0.11373061	0.014258528	-0.18476827	-0.21102226	0.2100038	0.11820437	-0.34629664	-0.16563387	0.20419179	-0.050909117	0.14926787	-0.030434972	0.25148863
-0.02643608	0.08067883	0.03211472	0.0728287	0.081730686	0.13712077	-0.13093226	-0.047415722	-0.037910514	0.012851854	-0.21397683	0.04601688	-0.01780864	-0.034019616	-0.1494448	0.032892488	0.19524382	0.008843443	0.0023625486	0.038109228
-0.11755453	-0.20827343	0.043555908	0.0033380964	0.1631087	0.13420804	-0.102321275	-0.15301166	-0.10340147	-0.08400938	-0.039385296	0.02427652	0.092615776	-0.18195449	0.118320785	-0.0021090754	0.028761214	-0.07288004	0.038593125	0.034584213
-0.033153825	0.008128916	0.006819814	0.008607082	0.22659491	-0.04091833	-0.09926886	-0.009523531	-0.19650647	-0.12559946	0.0980817	-0.15048693	-0.0010987032	-0.19337991	0.19034994	0.021994457	0.006940034	0.022090167	-0.18944587	0.090918735
-0.0094099315	0.13565932	-0.007392613	0.16241415	-0.009088532	0.00982961	0.0028358488	-0.018868307	0.18350956	0.16421944	-0.008779403	0.033578534	-0.122450724	0.1603089	0.014280151	0.033688568	0.09227913	-0.043645184	-0.001418042	-0.07068121
-0.14143346	0.0032664076	-0.09906437	-0.0056467163	0.10748975	0.053341318	-0.019516699	-0.10179942	-0.015708236	-0.06332031	0.078300245	-0.052736867	-0.014261385	-0.038267616	0.09277031	-0.031492293	-0.026873346	-0.13561651	0.083809026	-0.008480934
