epoch,accuracy,loss,val_accuracy,val_loss
0,0.7267477512359619,0.6356133818626404,0.7818666696548462,0.5162385702133179
1,0.7954983115196228,0.5097487568855286,0.7876333594322205,0.49900683760643005
2,0.803456723690033,0.49138399958610535,0.7883666753768921,0.4987061321735382
3,0.8067733645439148,0.47922664880752563,0.7866666913032532,0.5008234977722168
4,0.8095442652702332,0.46997031569480896,0.7839999794960022,0.5115097761154175
5,0.8124192953109741,0.46073880791664124,0.7872333526611328,0.5020831823348999
6,0.815319299697876,0.4527043402194977,0.7882000207901001,0.5042139887809753
7,0.8175193071365356,0.44640257954597473,0.7850333452224731,0.5210400819778442
